1.63056531522062E+018,10,15,300
1.63056531522071E+018,416.621,2014,0
1.63056534205812E+018,422.49,3695,0
1.63056536851246E+018,447.991,2813,0
1.63056539496836E+018,398.642,1582,0
1.63056542141887E+018,2516.505,8950,0
1.6305654478673E+018,2766.485,10064,0
1.63056547431914E+018,2843.396,11454,0
1.63056550077354E+018,2913.102,16415,0
1.63056552722868E+018,556.631,7846,0
1.6305655536851E+018,387.273,1588,0
1.63056558050665E+018,390.012,1468,0
1.63056560695661E+018,385.156,1670,0
1.63056563354239E+018,399.977,1868,0
1.63056565999442E+018,402.835,1573,0
1.63056568644241E+018,2445.38,10455,0
1.63056571289225E+018,2829.681,21926,0
1.63056573934667E+018,2947.204,15843,0
1.63056576579949E+018,2698.878,10154,0
1.63056579224702E+018,443.622,3606,0
1.63056581886569E+018,402.247,12255,0
1.63056584532008E+018,397.795,4185,0
1.63056587176716E+018,416.382,3812,0
1.63056589822245E+018,427.19,2929,0
1.63056592467756E+018,867.783,5928,0
1.63056595113446E+018,2504.989,8420,0
1.6305659775894E+018,2815.193,20807,0
1.63056600430619E+018,3005.841,19110,0
1.63056603076469E+018,2103.254,17574,0
1.63056605721826E+018,368.431,1519,0
1.63056608367182E+018,372.524,1632,0
1.63056611012264E+018,367.71,1522,0
1.63056613657756E+018,483.989,3926,0
1.63056616303227E+018,2694.306,11574,0
1.63056618963706E+018,2954.959,16574,0
1.63056621609233E+018,2886.548,16018,0
1.6305662425454E+018,2807.428,13789,0
1.63056626899994E+018,2802.22,19752,0
1.63056629544335E+018,2829.914,27402,0
1.63056632189731E+018,2783.461,21285,0
1.63056634834192E+018,2644.379,9423,0
1.6305663749693E+018,2855.019,18404,0
1.63056640141589E+018,2607.951,8795,0
1.63056642786745E+018,2650.905,12238,0
1.63056645432219E+018,2844.005,15327,0
1.63056648077144E+018,2696.77,15004,0
1.63056650722522E+018,2607.859,15593,0
1.63056653367094E+018,2628.7,20208,0
1.63056656012558E+018,2595.096,20220,0
1.63056658673821E+018,3082.53,22209,0
1.63056661319608E+018,2681.208,27833,0
1.63056663964982E+018,2763.964,13336,0
1.63056666610371E+018,2502.582,8266,0
1.63056669255421E+018,2952.358,22063,0
1.63056671901013E+018,2571.696,12337,0
1.63056674546664E+018,2939.202,20075,0
1.63056677199683E+018,2553.327,12667,0
1.63056679844923E+018,2627.661,18656,0
1.63056682489984E+018,2557.196,11737,0
1.63056685135439E+018,2531.492,10965,0
1.63056687781003E+018,2694.942,18580,0
1.63056690425935E+018,2675.996,22920,0
1.63056693071335E+018,2606.903,13914,0
1.63056695716424E+018,2902.795,23003,0
1.6305669836186E+018,2616.743,17288,0
1.6305670100728E+018,2718.868,12622,0
1.63056703651759E+018,2862.054,19857,0
1.63056706297302E+018,2879.956,23692,0
1.63056708942612E+018,2544.62,12101,0
1.63056711587975E+018,2935.988,21600,0
1.63056714233525E+018,2623.844,13155,0
1.63056716889509E+018,2853.574,25845,0
1.63056719534656E+018,2548.639,9528,0
1.63056722179972E+018,2527.034,9034,0
1.63056724825637E+018,2625.243,16738,0
1.63056727471129E+018,2718.481,13690,0
1.63056730116573E+018,2723.532,13304,0
1.63056732762282E+018,2713.01,10792,0
1.63056735417817E+018,2754.027,16840,0
1.63056738062743E+018,2687.529,10644,0
1.63056740708618E+018,2723.303,13331,0
1.63056743353416E+018,2800.485,18031,0
1.63056746010807E+018,2656.422,9519,0
1.63056748663157E+018,2748.185,15166,0
1.63056751315253E+018,2742.373,12798,0
1.630567539677E+018,2797.942,12463,0
1.6305675661985E+018,2689.506,7916,0
1.63056759272169E+018,2724.138,9227,0
1.63056761925026E+018,2726.343,10886,0
1.63056764577392E+018,2703.357,11288,0
1.6305676723587E+018,2679.645,10387,0
1.63056769887482E+018,2697.435,9993,0
1.6305677254005E+018,2705.143,11398,0
1.63056775192733E+018,2630.301,6717,0
1.63056777852028E+018,2678.212,8747,0
1.63056780504445E+018,2698.225,8384,0
1.63056783156864E+018,2713.694,7210,0
1.63056785818145E+018,2852.221,15817,0
1.63056788470219E+018,2875.056,13534,0
1.63056791129414E+018,2715.202,10906,0
1.63056793781963E+018,2799.005,11233,0
1.63056796434656E+018,2732.464,9560,0
1.63056799087395E+018,2778.97,9927,0
1.63056801739729E+018,2756.727,7904,0
1.63056804404373E+018,2875.982,14716,0
1.63056807057124E+018,2732.298,7948,0
1.63056809708665E+018,2731.912,10195,0
1.63056812361201E+018,2750.561,10114,0
1.63056815021015E+018,2810.455,14826,0
1.63056817672986E+018,2866.613,14879,0
1.63056820325021E+018,2712.838,8849,0
1.63056822970953E+018,2689.374,7036,0
1.63056825624248E+018,2733.889,8470,0
1.63056828269612E+018,2884.653,22168,0
1.63056830915182E+018,2673.769,10984,0
1.63056833559818E+018,2683.082,11338,0
1.63056836205525E+018,2826.227,15867,0
1.63056838850942E+018,2889.122,19704,0
1.63056841496804E+018,3317.875,18126,0
1.63056844151993E+018,2755.064,10711,0
1.6305684679776E+018,2990.696,21144,0
1.6305684944353E+018,2773.322,13958,0
1.63056852088753E+018,2802.227,16222,0
1.63056854734364E+018,2957.069,20856,0
1.63056857379971E+018,2837.122,16957,0
1.63056860025727E+018,2884.092,16385,0
1.63056862671341E+018,3068.774,22538,0
1.63056865325896E+018,2882.752,17773,0
1.63056867971231E+018,3149.368,21057,0
1.63056870616477E+018,2725.361,11737,0
1.63056873262242E+018,2725.372,12013,0
1.63056875907511E+018,2925.099,20302,0
1.63056878552941E+018,2716.821,14377,0
1.63056881198373E+018,3045.254,27206,0
1.6305688385207E+018,2715.098,12856,0
1.63056886497747E+018,2639.636,14120,0
1.63056889142225E+018,2621.217,10527,0
1.6305689178671E+018,2554.839,10031,0
1.63056894432463E+018,2617.87,11008,0
1.63056897077923E+018,2578.286,8352,0
1.63056899723454E+018,2791.441,17557,0
1.63056902369004E+018,2839.587,22697,0
1.63056905013811E+018,2793.624,13782,0
1.63056907659301E+018,2756.391,17714,0
1.63056910304939E+018,2762.816,15682,0
1.63056912950251E+018,2785.737,16198,0
1.63056915599656E+018,2728.797,15637,0
1.63056918245184E+018,2816.445,14642,0
1.63056920890589E+018,2734.325,16848,0
1.63056923536791E+018,2694.833,14942,0
1.63056926182468E+018,2660.722,10600,0
1.6305692882742E+018,2617.969,9455,0
1.63056931472219E+018,2720.294,18483,0
1.63056934117756E+018,2961.621,17965,0
1.63056936774365E+018,2776.433,17064,0
1.63056939419793E+018,2849.278,23680,0
1.63056942065074E+018,2636.344,11985,0
1.63056944710533E+018,2728.327,17897,0
1.63056947356135E+018,2738.221,23369,0
1.63056950000887E+018,2703.59,11791,0
1.63056952646215E+018,2729.069,13707,0
1.63056955303267E+018,2763.391,15484,0
1.6305695794863E+018,2609.666,12877,0
1.63056960594192E+018,2733.51,11707,0
1.63056963239686E+018,2855.331,19186,0
1.63056965885091E+018,2616.584,13687,0
1.63056968530512E+018,2672.687,12451,0
1.63056971176458E+018,2598.873,10611,0
1.63056973821903E+018,2527.754,6764,0
1.63056976467294E+018,2533.397,9492,0
1.63056979113001E+018,2700.621,17244,0
1.63056981758515E+018,2608.854,10781,0
1.63056984404053E+018,2938.325,22911,0
1.63056987049396E+018,2812.146,18396,0
1.63056989695146E+018,2761.471,16610,0
1.63056992340308E+018,2770.805,15086,0
1.63056995001411E+018,2714.677,9738,0
1.63056997646446E+018,2802.902,15019,0
1.63057000291038E+018,2618.2,6838,0
1.63057002936577E+018,2622.857,6919,0
1.63057005581061E+018,2673.501,9515,0
1.63057008226515E+018,2653.689,6819,0
1.63057010872217E+018,2650.473,7781,0
1.63057013525084E+018,2708.1,6887,0
1.63057016170292E+018,2703.756,8312,0
1.63057018815651E+018,2672.591,13461,0
1.63057021460161E+018,2687.854,7957,0
1.63057024105761E+018,2757.874,19495,0
1.63057026751167E+018,2559.03,7421,0
1.6305702939678E+018,2531.997,6607,0
1.63057032041142E+018,2577.22,6822,0
1.63057034697778E+018,2543.014,6793,0
1.63057037342295E+018,2541.861,7254,0
1.63057039988053E+018,2547.522,7239,0
1.63057042633606E+018,2571.389,11051,0
1.63057045279011E+018,2520.639,8186,0
1.63057047924593E+018,2474.24,6849,0
1.63057050570127E+018,2705.186,14898,0
1.6305705322375E+018,2598.325,10168,0
1.6305705587021E+018,2593.173,13387,0
1.63057058515624E+018,2607.577,8505,0
1.63057061161366E+018,2621.67,11964,0
1.63057063806439E+018,2587.841,7157,0
1.63057066452381E+018,2596.685,7906,0
1.63057069097705E+018,2603.485,8868,0
1.63057071742619E+018,2708.419,15082,0
1.63057074400618E+018,2601.192,9711,0
1.63057077046035E+018,2645.93,12533,0
1.63057079691813E+018,2600.992,10611,0
1.63057082337611E+018,2567.196,8143,0
1.63057084983188E+018,2615.01,13916,0
1.63057087628978E+018,2649.816,13390,0
1.6305709027463E+018,2587.045,7147,0
1.63057092927377E+018,2580.173,8202,0
1.63057095572821E+018,2651.395,14791,0
1.63057098218329E+018,2668.462,7009,0
1.63057100864168E+018,2578.759,8333,0
1.63057103509863E+018,2597.23,6902,0
1.63057106177873E+018,2602.534,7449,0
1.63057108823434E+018,2622.268,7730,0
1.63057111468845E+018,2555.059,6851,0
1.63057114114265E+018,2633.004,14266,0
1.63057116759707E+018,2638.809,16175,0
1.63057119404526E+018,2621.266,12017,0
1.63057122049763E+018,2541.721,6633,0
1.6305712470818E+018,2553.996,6685,0
1.63057127352483E+018,2538.053,7724,0
1.63057129998221E+018,2646.146,11302,0
1.63057132643647E+018,2627.067,13135,0
1.63057135288749E+018,2624.317,13669,0
1.63057137934346E+018,2665.914,27516,0
1.63057140580161E+018,2821.405,25141,0
1.63057143225468E+018,2729.616,12386,0
1.63057145879837E+018,2788.262,17449,0
1.63057148525308E+018,2636.328,13695,0
1.63057151170802E+018,2777.023,19320,0
1.63057153816175E+018,2686.063,12783,0
1.63057156461552E+018,2590.192,9732,0
1.63057159106691E+018,2680.578,16170,0
1.63057161751568E+018,2616.847,12459,0
1.63057164408098E+018,2794.981,16977,0
1.63057167060347E+018,2661.317,13104,0
1.6305716971278E+018,2627.893,11124,0
1.63057172365331E+018,2797.849,22715,0
1.63057175017863E+018,2592.481,13760,0
1.63057177670735E+018,2498.709,9912,0
1.63057180323029E+018,2493.277,7385,0
1.63057182975525E+018,2519.973,15271,0
1.63057185629115E+018,2520.339,17562,0
1.63057188281997E+018,2500.205,9738,0
1.63057190934597E+018,2602.108,13760,0
1.63057193587171E+018,2461.706,8441,0
1.63057196246386E+018,2450.775,13375,0
1.63057198898988E+018,2479.203,8691,0
1.63057201550619E+018,2863.572,27828,0
1.63057204211401E+018,2464.997,10959,0
1.63057206863175E+018,2749.433,15366,0
1.63057209515454E+018,2973.193,22751,0
1.63057212167944E+018,2648.204,16178,0
1.6305721482088E+018,2717.663,22094,0
1.6305721747333E+018,2791.977,20233,0
1.63057220124833E+018,2942.338,20772,0
1.63057222777091E+018,2655.731,14074,0
1.6305722543787E+018,2564.96,11763,0
1.63057228090237E+018,2670.407,20052,0
1.63057230742716E+018,2600.72,15382,0
1.63057233395557E+018,2569.101,7386,0
1.63057236048339E+018,2702.234,14911,0
1.63057238700773E+018,2556.261,8452,0
1.63057241347342E+018,2529,8065,0
1.63057243998622E+018,2647.878,13185,0
1.63057246643941E+018,2578.019,10557,0
1.63057249289132E+018,2513.968,17577,0
1.63057251934627E+018,2714.415,19215,0
1.630572545801E+018,2644.103,10669,0
1.63057257225519E+018,2619.486,11035,0
1.630572598701E+018,2661.099,13575,0
1.63057262515159E+018,2708.76,13579,0
1.6305726516017E+018,2636.854,12343,0
1.63057267805692E+018,2753.002,13450,0
1.63057270450116E+018,2758.38,15911,0
1.6305727309545E+018,2539.556,7033,0
1.63057275740101E+018,2450.059,8930,0
1.63057278393013E+018,2499.345,7933,0
1.63057281038029E+018,2520.564,11646,0
1.63057283683836E+018,2573.832,10693,0
1.63057286329085E+018,2654.292,10825,0
1.63057288974365E+018,2589.428,9259,0
1.63057291619669E+018,2559.942,8000,0
1.63057294264863E+018,2512.516,7001,0
1.63057296919641E+018,2608.216,7528,0
1.63057299564417E+018,2575.535,7262,0
1.63057302208778E+018,2611.414,13110,0
1.63057304853983E+018,2575.985,7566,0
1.63057307498383E+018,2569.708,7058,0
1.63057310143788E+018,2532.426,6898,0
1.63057312789345E+018,2546.839,6453,0
1.6305731543448E+018,2602.557,6914,0
1.63057318078275E+018,2581.801,7980,0
1.63057320723533E+018,2804.269,13990,0
1.63057323367949E+018,2737.02,7032,0
1.6305732601348E+018,2699.015,7663,0
1.63057328658986E+018,2636.551,7187,0
1.63057331304195E+018,2653.73,7225,0
1.63057333949978E+018,2558.534,6963,0
1.63057336606075E+018,2620.331,7391,0
1.63057339251776E+018,2648.019,6657,0
1.63057341897297E+018,2618.782,11239,0
1.63057344541538E+018,2611.841,6688,0
1.63057347186881E+018,2642.625,8073,0
1.63057349832724E+018,2665.444,10824,0
1.63057352478304E+018,2690.045,13355,0
1.63057355123968E+018,2679.893,10458,0
1.63057357768876E+018,2678.039,7009,0
1.63057360414441E+018,2704.107,7192,0
1.63057363059005E+018,2769.457,10516,0
1.63057365704881E+018,2729.833,11728,0
1.63057368350411E+018,2941.356,19885,0
1.63057370995979E+018,2691.276,9566,0
1.63057373641403E+018,2683.135,8930,0
1.63057376298089E+018,2886.374,24671,0
1.63057378943655E+018,2613.38,9349,0
1.63057381588619E+018,2646.405,14328,0
1.63057384234632E+018,2570.816,12584,0
1.6305738687913E+018,2550.354,7472,0
1.63057389524108E+018,2582.748,6510,0
1.63057392169422E+018,2575.3,8858,0
1.6305739482227E+018,2587.356,10382,0
1.63057397467417E+018,2593.035,11305,0
1.63057400112865E+018,2536.653,9402,0
1.63057402758415E+018,2548.003,6913,0
1.63057405403835E+018,2677.224,16968,0
1.63057408049344E+018,2658.716,11002,0
1.63057410694836E+018,2686.698,14747,0
1.63057413340432E+018,2957.342,20259,0
1.63057415992363E+018,2673.058,13910,0
1.63057418637888E+018,2754.053,18833,0
1.63057421283361E+018,2749.405,17394,0
1.63057423928905E+018,2639.832,9967,0
1.63057426573594E+018,2594.395,7421,0
1.63057429218981E+018,2557.778,6682,0
